TIME:19.7972171307,CODE:5
STOP
16m,0.00%,46,9m,0.50%,68
16m,0.39%,46,9m,0.39%,68
16m,0.78%,46,9m,0.00%,68
16m,0.81%,46,10m,0.83%,68
17m,0.00%,46,10m,0.43%,68
17m,0.75%,46,10m,0.75%,68
17m,0.00%,45,10m,0.00%,67
17m,0.84%,45,10m,0.84%,67
17m,0.45%,45,10m,0.00%,67
17m,0.00%,45,11m,0.00%,67
18m,0.85%,45,11m,0.85%,67
18m,0.87%,46,11m,0.00%,67
TIME:22.6313769817,CODE:6
STOP
19m,1.38%,45,12m,0.54%,67
19m,0.00%,45,12m,0.00%,67
19m,0.82%,44,12m,0.82%,66
19m,0.00%,44,12m,0.00%,66
20m,0.00%,44,12m,0.00%,66
20m,0.49%,44,13m,0.99%,66
20m,0.00%,44,13m,0.00%,66
20m,1.02%,44,13m,0.51%,66
20m,0.00%,44,13m,0.00%,66
TIME:18.2266590595,CODE:7
STOP
21m,0.00%,45,14m,0.00%,67
21m,0.39%,45,14m,0.38%,67
21m,0.00%,45,14m,0.74%,67
21m,0.85%,45,14m,0.00%,67
TIME:9.08588790894,CODE:8
STOP
22m,5.13%,46,15m,0.00%,68
TIME:6.29212784767,CODE:9
STOP
23m,0.00%,46,16m,0.45%,68
23m,0.72%,46,16m,0.69%,68
23m,0.43%,46,16m,0.00%,68
23m,0.00%,46,16m,0.76%,68
24m,0.40%,46,16m,0.41%,68
24m,0.74%,46,17m,0.75%,68
24m,0.43%,46,17m,0.00%,68
24m,0.00%,47,17m,0.65%,68
24m,0.90%,46,17m,0.46%,68
8m,0.00%,46,17m,0.00%,68
8m,0.84%,46,17m,0.83%,68
9m,0.00%,46,17m,0.00%,68
9m,1.84%,45,18m,1.85%,67
TIME:23.902782917,CODE:1
STOP
10m,0.00%,46,18m,0.45%,68
10m,0.39%,45,19m,0.00%,68
10m,0.00%,45,19m,0.81%,68
10m,0.44%,46,19m,0.45%,68
10m,0.00%,46,19m,0.78%,68
11m,0.42%,46,19m,0.00%,68
11m,0.74%,46,19m,0.72%,68
11m,0.77%,46,20m,0.00%,68
11m,0.42%,46,20m,0.42%,68
11m,0.70%,46,20m,0.00%,68
12m,0.00%,46,20m,1.63%,68
12m,0.83%,46,20m,0.86%,68
TIME:23.0046849251,CODE:2
STOP
TIME:0.571870088577,CODE:3
STOP
TIME:0.56947183609,CODE:4
STOP
13m,0.00%,46,21m,0.00%,68
13m,0.39%,46,22m,0.36%,68
13m,0.78%,46,22m,0.76%,68
13m,0.43%,46,22m,0.00%,68
14m,0.78%,46,22m,0.78%,68
14m,0.00%,46,22m,0.69%,68
14m,0.44%,46,6m,0.45%,68
14m,0.00%,46,6m,0.42%,68
14m,0.77%,46,6m,0.00%,67
14m,0.00%,45,7m,0.68%,67
TIME:20.9254519939,CODE:5
STOP
15m,0.94%,46,7m,0.00%,68
15m,0.00%,46,7m,0.34%,68
15m,0.76%,46,8m,0.00%,68
16m,0.00%,46,8m,0.82%,68
16m,0.41%,46,8m,0.42%,68
16m,0.64%,46,8m,0.00%,68
16m,0.00%,46,8m,0.83%,68
16m,0.76%,45,8m,0.00%,67
17m,0.93%,45,9m,0.45%,67
17m,0.00%,45,9m,0.74%,67
17m,0.82%,45,9m,0.00%,67
17m,0.85%,46,9m,0.81%,67
17m,0.00%,45,9m,0.00%,67
TIME:24.129224062,CODE:6
STOP
18m,0.00%,45,10m,0.00%,67
18m,0.42%,44,10m,0.42%,66
18m,0.83%,44,10m,0.00%,66
19m,0.44%,44,11m,0.45%,66
19m,0.78%,44,11m,1.60%,66
19m,0.00%,44,11m,0.00%,66
19m,0.40%,44,11m,0.40%,66
19m,0.00%,44,11m,0.00%,66
19m,0.45%,44,11m,0.45%,66
20m,0.00%,44,11m,0.00%,66
TIME:20.1130621433,CODE:7
STOP
TIME:7.03884005547,CODE:8
STOP
21m,0.00%,45,13m,1.09%,67
21m,0.38%,45,13m,0.38%,67
21m,0.86%,45,14m,0.85%,67
TIME:6.61090493202,CODE:9
STOP
22m,0.00%,46,14m,0.00%,68
22m,0.36%,46,15m,0.70%,68
22m,0.00%,47,15m,0.00%,68
22m,0.44%,47,15m,0.45%,68
23m,0.00%,47,15m,0.00%,68
23m,0.84%,47,15m,0.84%,68
23m,0.44%,47,15m,0.43%,68
23m,0.79%,48,15m,0.00%,68
24m,0.49%,46,16m,0.48%,67
24m,0.79%,46,16m,0.00%,67
24m,0.00%,46,16m,1.69%,67
24m,0.86%,46,16m,0.00%,67
TIME:22.6164679527,CODE:1
STOP
9m,0.00%,46,17m,0.00%,68
9m,0.39%,46,17m,0.36%,68
9m,0.00%,46,18m,1.49%,68
9m,0.80%,46,18m,0.00%,68
9m,0.43%,47,18m,0.42%,68
9m,0.00%,47,18m,0.00%,68
9m,0.44%,47,18m,0.44%,68
10m,0.00%,48,18m,0.00%,68
10m,0.98%,47,19m,0.49%,68
10m,0.74%,47,19m,0.73%,68
10m,0.00%,47,19m,0.89%,68
11m,0.73%,47,19m,0.00%,68
TIME:22.4933052063,CODE:2
STOP
TIME:0.513362884521,CODE:3
STOP
TIME:0.552253007889,CODE:4
STOP
12m,0.00%,47,20m,0.51%,68
12m,0.39%,47,20m,0.38%,68
12m,0.00%,47,20m,0.00%,68
12m,0.83%,47,20m,1.64%,68
12m,0.00%,46,21m,0.00%,68
13m,0.75%,46,21m,0.76%,68
13m,0.00%,46,21m,0.00%,68
13m,0.70%,45,21m,0.70%,67
13m,0.45%,45,21m,0.00%,67
13m,0.00%,45,21m,0.78%,67
